new_filename,source_dataset,Unnamed: 0,prompt,class,environment,weather,amount
images/train/FERNANDO_3901.png,FERNANDO,3901.0,Two speed_boats in the harbor with clear weather.,boat,harbor,clear,Two
images/train/FERNANDO_4624.png,FERNANDO,4624.0,"

A single sailboat in the port, shrouded in snowfall.",boat,port,snowy,Single
images/train/FERNANDO_570.png,FERNANDO,570.0,Three tugboats in a lagoon during windy weather.,boat,lagoon,windy,Three
images/train/FERNANDO_3267.png,FERNANDO,3267.0,"

A jetski parked on a rocky coast under a clear, sunny sky.",boat,rocky coast,sunny,Multiple
images/train/FERNANDO_3064.png,FERNANDO,3064.0,Military_ship in anchorage during windy weather.,boat,anchorage area,windy,Single
images/train/FERNANDO_3563.png,FERNANDO,3563.0,"

A jetski bobbing in a rain-filled canal, reflections distorted by the downpour.",boat,canal,rainy,Multiple
images/train/FERNANDO_1377.png,FERNANDO,1377.0,Two small boats in the delta under a sunny sky.,boat,delta,sunny,Two
images/train/FERNANDO_1320.png,FERNANDO,1320.0,A small boat in the lagoon during a rainstorm.,boat,lagoon,rainy,Single
images/train/FERNANDO_7552.png,FERNANDO,7552.0,"

A large, modern cruise ship anchored in the clear blue waters of an offshore platform area, under a sunny sky.",boat,offshore platform area,sunny,Single
images/train/FERNANDO_7799.png,FERNANDO,7799.0,"

A fishing boat in the dock, shrouded in fog.",boat,dock,foggy,Multiple
images/train/FERNANDO_2898.png,FERNANDO,2898.0,Three military_ships in a fjord under snowy weather.,boat,fjord,snowy,Three
images/train/FERNANDO_5898.png,FERNANDO,5898.0,Three passenger ships in a rainy lake.,boat,lake,rainy,Three
images/train/FERNANDO_1163.png,FERNANDO,1163.0,"

A small boat in the gulf during a rainy day.",boat,gulf,rainy,Multiple
images/train/FERNANDO_4186.png,FERNANDO,4186.0,Three speed_boats in the windy coastal waters.,boat,coastal waters,windy,Three
images/train/FERNANDO_8649.png,FERNANDO,8649.0,Two human powered boats in a rocky coast during rainy weather.,boat,rocky coast,rainy,Two
images/train/FERNANDO_5417.png,FERNANDO,5417.0,Two passenger ships in the harbor during rainy weather.,boat,harbor,rainy,Two
images/train/FERNANDO_3711.png,FERNANDO,3711.0,"

Clear day in the delta with several jetskis on the water.",boat,delta,clear,Multiple
images/train/FERNANDO_230.png,FERNANDO,230.0,Three tugboats at the cliffside coast under cloudy weather.,boat,cliffside coast,cloudy,Three
images/train/FERNANDO_669.png,FERNANDO,669.0,Two tugboats in the offshore platform area with clear weather.,boat,offshore platform area,clear,Two
images/train/FERNANDO_3498.png,FERNANDO,3498.0,Three jetskis in the estuary during rainy weather.,boat,estuary,rainy,Three
images/train/FERNANDO_6652.png,FERNANDO,6652.0,Industrial ship in the canal. Clear weather.,boat,canal,clear,Single
images/train/FERNANDO_6027.png,FERNANDO,6027.0,Passenger ship anchored at offshore platform in the rain.,boat,offshore platform area,rainy,Multiple
images/train/FERNANDO_3865.png,FERNANDO,3865.0,Two speed_boats at the port during windy weather.,boat,port,windy,Two
images/train/FERNANDO_6986.png,FERNANDO,6986.0,Three cruise ships in a marina during rainy weather.,boat,marina,rainy,Three
images/train/FERNANDO_4381.png,FERNANDO,4381.0,Two speed_boats on a clear lake.,boat,lake,clear,Two
images/train/FERNANDO_1142.png,FERNANDO,1142.0,Three small boats in a bay with foggy weather.,boat,bay,foggy,Three
images/train/FERNANDO_3793.png,FERNANDO,3793.0,Two jetskis in the near bridge during a snowstorm.,boat,near bridge,snowy,Two
images/train/FERNANDO_6184.png,FERNANDO,6184.0,Industrial ship in the harbor during rainy weather.,boat,harbor,rainy,Single
images/train/FERNANDO_891.png,FERNANDO,891.0,"

A small boat tied to the dock, waves crashing against the hull in the windy weather.",boat,dock,windy,Multiple
images/train/FERNANDO_288.png,FERNANDO,288.0,"

A single tugboat in the deep ocean under a sunny sky.",boat,deep ocean,sunny,Single
images/train/FERNANDO_1537.png,FERNANDO,1537.0,Two pedal boats in a sunny port.,boat,port,sunny,Two
images/train/FERNANDO_1289.png,FERNANDO,1289.0,Two small boats in a rainy lake.,boat,lake,rainy,Two
images/train/FERNANDO_7780.png,FERNANDO,7780.0,"

A fishing boat at rest in the dock, surrounded by the still waters, under a cloudy sky.",boat,dock,cloudy,Single
images/train/FERNANDO_8982.png,FERNANDO,8982.0,Three human powered boats on a foggy lake.,boat,lake,foggy,Three
images/train/FERNANDO_2967.png,FERNANDO,2967.0,"

Foggy offshore platform area with multiple military ships.",boat,offshore platform area,foggy,Multiple
images/train/FERNANDO_2486.png,FERNANDO,2486.0,Three military_ships on a foggy beach.,boat,beach,foggy,Three
images/train/FERNANDO_8616.png,FERNANDO,8616.0,"

A human-powered boat on the beach in the rain.",boat,beach,rainy,Single
images/train/FERNANDO_7053.png,FERNANDO,7053.0,Two cruise ships in a shipyard during a stormy weather.,boat,shipyard,stormy,Two
images/train/FERNANDO_5105.png,FERNANDO,5105.0,"Two sailboats in a canal, weathered by snow.",boat,canal,snowy,Two
images/train/FERNANDO_7948.png,FERNANDO,7948.0,A lone fishing boat braves the open sea amidst stormy weather.,boat,open sea,stormy,Single
images/train/FERNANDO_2430.png,FERNANDO,2430.0,Three military_ships in a dock with clear weather.,boat,dock,clear,Three
images/train/FERNANDO_5740.png,FERNANDO,5740.0,Passenger ship in the bay amidst stormy weather.,boat,bay,stormy,Single
images/train/FERNANDO_4601.png,FERNANDO,4601.0,Two speed_boats in an anchorage during windy weather.,boat,anchorage area,windy,Two
images/train/FERNANDO_5199.png,FERNANDO,5199.0,"

A sailboat anchored in the fjord, waves crashing against its hull in the stormy weather.",boat,fjord,stormy,Multiple
images/train/FERNANDO_8633.png,FERNANDO,8633.0,Two human powered boats on a windy beach.,boat,beach,windy,Two
images/train/FERNANDO_1258.png,FERNANDO,1258.0,Three small boats in a canal during rainy weather.,boat,canal,rainy,Three
images/train/FERNANDO_4298.png,FERNANDO,4298.0,Three speed_boats in a river during rainy weather.,boat,river,rainy,Three
images/train/FERNANDO_8879.png,FERNANDO,8879.0,"

A human powered boat in the estuary during a stormy weather.",boat,estuary,stormy,Multiple
images/train/FERNANDO_4178.png,FERNANDO,4178.0,Three speed_boats in the coastal waters during a snowstorm.,boat,coastal waters,snowy,Three
images/train/FERNANDO_5903.png,FERNANDO,5903.0,Passenger ship in a lake during a stormy weather.,boat,lake,stormy,Multiple
images/train/FERNANDO_6599.png,FERNANDO,6599.0,"

An industrial ship anchored in a cloudy river.",boat,river,cloudy,Multiple
images/train/FERNANDO_3151.png,FERNANDO,3151.0,"

Jetskis lined up in a marina during a stormy weather.",boat,marina,stormy,Multiple
images/train/FERNANDO_9028.png,FERNANDO,9028.0,"

A human-powered boat in the fjord under cloudy weather.",boat,fjord,cloudy,Single
images/train/FERNANDO_4956.png,FERNANDO,4956.0,"

A single sailboat anchored in the clear coastal waters, its sails furled and mast still.",boat,coastal waters,clear,Single
images/train/FERNANDO_2485.png,FERNANDO,2485.0,Two military_ships on a foggy beach.,boat,beach,foggy,Two
images/train/FERNANDO_3284.png,FERNANDO,3284.0,"

A jetski silhouetted against the foggy coastline, its engine humming softly as it sliced through the misty waves. The rocky shoreline jutted out from the water, the fog obscuring the details",boat,rocky coast,foggy,Single
images/train/FERNANDO_3148.png,FERNANDO,3148.0,"

A single jetski in the marina amidst stormy weather.",boat,marina,stormy,Single
images/train/FERNANDO_5438.png,FERNANDO,5438.0,Three passenger ships in the harbor with clear weather.,boat,harbor,clear,Three
images/train/FERNANDO_4404.png,FERNANDO,4404.0,"

A speed_boat in a lagoon under foggy weather.",boat,lagoon,foggy,Single
images/train/FERNANDO_1968.png,FERNANDO,1968.0,"

A single pedal boat in the estuary amidst snowfall.",boat,estuary,snowy,Single
images/train/FERNANDO_3759.png,FERNANDO,3759.0,"

A jetski bobbing in the turbulent waters near a lighthouse during a storm.",boat,near lighthouse,stormy,Multiple
images/train/FERNANDO_7479.png,FERNANDO,7479.0,"

A cruise ship anchored in the lagoon, shrouded in fog.",boat,lagoon,foggy,Multiple
images/train/FERNANDO_7273.png,FERNANDO,7273.0,Two cruise ships in a bay during rainy weather.,boat,bay,rainy,Two
images/train/FERNANDO_4651.png,FERNANDO,4651.0,"

A sailboat anchored in the harbor, raindrops cascading off its slick surface.",boat,harbor,rainy,Multiple
images/train/FERNANDO_9104.png,FERNANDO,9104.0,Human powered boat in offshore platform area during snowy weather.,boat,offshore platform area,snowy,Single
images/train/FERNANDO_1527.png,FERNANDO,1527.0,"

A small boat, shrouded in fog, at anchor in the tranquil bay.",boat,anchorage area,foggy,Multiple
images/train/FERNANDO_6031.png,FERNANDO,6031.0,Passenger ship in offshore platform area amidst stormy weather.,boat,offshore platform area,stormy,Multiple
images/train/FERNANDO_3577.png,FERNANDO,3577.0,Two jetskis in a canal during windy weather.,boat,canal,windy,Two
images/train/FERNANDO_1883.png,FERNANDO,1883.0,"

Pedal boats scattered in the coastal waters under windy conditions.",boat,coastal waters,windy,Multiple
images/train/FERNANDO_6662.png,FERNANDO,6662.0,Three industrial ships on a cloudy lake.,boat,lake,cloudy,Three
images/train/FERNANDO_1489.png,FERNANDO,1489.0,Two small boats near a bridge in a snowy weather.,boat,near bridge,snowy,Two
images/train/FERNANDO_1051.png,FERNANDO,1051.0,"

A small boat in the open sea, battered by wind and waves.",boat,open sea,windy,Multiple
images/train/FERNANDO_10.png,FERNANDO,10.0,Three tugboats in the port during rainy weather.,boat,port,rainy,Three
images/train/FERNANDO_5112.png,FERNANDO,5112.0,"

A single sailboat anchored in a narrow canal, billowing sails in the windy conditions.",boat,canal,windy,Single
images/train/FERNANDO_8767.png,FERNANDO,8767.0,"

A human-powered boat in the deep ocean under clear skies.",boat,deep ocean,clear,Multiple
images/train/FERNANDO_1275.png,FERNANDO,1275.0,"

A small boat anchored in a narrow canal, weathered by windy conditions.",boat,canal,windy,Multiple
images/train/FERNANDO_4825.png,FERNANDO,4825.0,Two sailboats in the rocky coast under windy conditions.,boat,rocky coast,windy,Two
images/train/FERNANDO_1087.png,FERNANDO,1087.0,"

A small boat anchored in the deep ocean, under a clear sky.",boat,deep ocean,clear,Multiple
images/train/FERNANDO_7954.png,FERNANDO,7954.0,Three fishing boats in the open sea amidst snowfall.,boat,open sea,snowy,Three
images/train/FERNANDO_4936.png,FERNANDO,4936.0,"

A single sailboat anchored in a rain-soaked cove, its sails furled against the elements. The hull glistened with droplets, reflecting the dim light of the overcast sky. The gentle",boat,coastal waters,rainy,Single
images/train/FERNANDO_1684.png,FERNANDO,1684.0,"

A single pedal boat in a shipyard amidst foggy conditions.",boat,shipyard,foggy,Single
images/train/FERNANDO_4602.png,FERNANDO,4602.0,Three speed_boats at anchor in a windy anchorage.,boat,anchorage area,windy,Three
images/train/FERNANDO_3859.png,FERNANDO,3859.0,"

Speed boat docked in a snowy port.",boat,port,snowy,Multiple
images/train/FERNANDO_3271.png,FERNANDO,3271.0,"

A jetski amidst rocky coastline under cloudy weather.",boat,rocky coast,cloudy,Multiple
images/train/FERNANDO_1449.png,FERNANDO,1449.0,Two small boats near a lighthouse in the rain.,boat,near lighthouse,rainy,Two
images/train/FERNANDO_574.png,FERNANDO,574.0,Three tugboats in a tranquil lagoon under clear skies.,boat,lagoon,clear,Three
images/train/FERNANDO_4262.png,FERNANDO,4262.0,Three speed_boats in an estuary under cloudy weather.,boat,estuary,cloudy,Three
images/train/FERNANDO_0.png,FERNANDO,0.0,"

A single tugboat at rest in a sunny port.",boat,port,sunny,Single
images/train/FERNANDO_7484.png,FERNANDO,7484.0,A single cruise ship anchored in a tranquil lagoon with clear waters.,boat,lagoon,clear,Single
images/train/FERNANDO_335.png,FERNANDO,335.0,"

A tugboat anchored in the stormy coastal waters, waves crashing against its hull.",boat,coastal waters,stormy,Multiple
images/train/FERNANDO_1803.png,FERNANDO,1803.0,"

A pedal boat in the open sea during a rainy day.",boat,open sea,rainy,Multiple
images/train/FERNANDO_5113.png,FERNANDO,5113.0,Two sailboats in a canal with windy weather.,boat,canal,windy,Two
images/train/FERNANDO_2492.png,FERNANDO,2492.0,Military_ship on the beach under clear sky.,boat,beach,clear,Single
images/train/FERNANDO_8412.png,FERNANDO,8412.0,A fishing boat anchored near a bridge in clear weather.,boat,near bridge,clear,Single
images/train/FERNANDO_38.png,FERNANDO,38.0,Three tugboats in a harbor under cloudy weather.,boat,harbor,cloudy,Three
images/train/FERNANDO_355.png,FERNANDO,355.0,"

A sunny day in the bay with a tugboat anchored. Multiple of it.",boat,bay,sunny,Multiple
images/train/FERNANDO_3186.png,FERNANDO,3186.0,Three jetskis in a dock during a snowstorm.,boat,dock,snowy,Three
images/train/FERNANDO_3497.png,FERNANDO,3497.0,Two jetskis in the estuary during rainy weather.,boat,estuary,rainy,Two
images/train/FERNANDO_3366.png,FERNANDO,3366.0,Three jetskis in the deep ocean under cloudy weather.,boat,deep ocean,cloudy,Three
images/train/FERNANDO_6208.png,FERNANDO,6208.0,Industrial ship in the marina on a sunny day.,boat,marina,sunny,Single
images/train/FERNANDO_7605.png,FERNANDO,7605.0,Two cruise ships near a lighthouse in foggy weather.,boat,near lighthouse,foggy,Two
images/train/FERNANDO_7219.png,FERNANDO,7219.0,"

A large cruise ship, shrouded in snowy mist, navigates the deep ocean waters.",boat,deep ocean,snowy,Multiple
images/train/FERNANDO_7220.png,FERNANDO,7220.0,"

A cruise ship navigating through the deep ocean, enshrouded in thick fog.",boat,deep ocean,foggy,Single
images/train/FERNANDO_8644.png,FERNANDO,8644.0,"

A human-powered boat in the rocky coast under cloudy weather.",boat,rocky coast,cloudy,Single
images/train/FERNANDO_8257.png,FERNANDO,8257.0,Two fishing boats in a fjord under a sunny sky.,boat,fjord,sunny,Two
images/train/FERNANDO_1651.png,FERNANDO,1651.0,"

A pedal boat, frozen in the dock, under a blanket of snow.",boat,dock,snowy,Multiple
images/train/FERNANDO_3779.png,FERNANDO,3779.0,"

A jetski parked near a sunlit bridge.",boat,near bridge,sunny,Multiple
images/train/FERNANDO_4820.png,FERNANDO,4820.0,"

A single sailboat anchored in a rocky cove, shrouded in foggy weather.",boat,rocky coast,foggy,Single
images/train/FERNANDO_2786.png,FERNANDO,2786.0,Three military_ships in a sunny canal.,boat,canal,sunny,Three
images/train/FERNANDO_2328.png,FERNANDO,2328.0,Military ship in port during windy weather.,boat,port,windy,Single
images/train/FERNANDO_9009.png,FERNANDO,9009.0,Two human powered boats in a lagoon under snowy weather.,boat,lagoon,snowy,Two
images/train/FERNANDO_2140.png,FERNANDO,2140.0,"

Clear day in the fjord. Single pedal boat.",boat,fjord,clear,Single
images/train/FERNANDO_7862.png,FERNANDO,7862.0,Three fishing boats on a foggy beach.,boat,beach,foggy,Three
images/train/FERNANDO_2316.png,FERNANDO,2316.0,Military ship in the port during a stormy weather.,boat,port,stormy,Single
images/train/FERNANDO_8198.png,FERNANDO,8198.0,Three fishing boats on a cloudy lake.,boat,lake,cloudy,Three
images/train/FERNANDO_4416.png,FERNANDO,4416.0,"

A single speed_boat anchored in a fjord under a sunny sky.",boat,fjord,sunny,Single
images/train/FERNANDO_3602.png,FERNANDO,3602.0,Three jetskis on a snowy lake.,boat,lake,snowy,Three
images/train/FERNANDO_2250.png,FERNANDO,2250.0,Three pedal boats beneath a bridge during rainfall.,boat,near bridge,rainy,Three
images/train/FERNANDO_8635.png,FERNANDO,8635.0,Human-powered boat on a windy beach.,boat,beach,windy,Multiple
images/train/FERNANDO_4375.png,FERNANDO,4375.0,"

Foggy lake with multiple speed boats.",boat,lake,foggy,Multiple
images/train/FERNANDO_1641.png,FERNANDO,1641.0,Two pedal boats in a dock during rainy weather.,boat,dock,rainy,Two
images/train/FERNANDO_8383.png,FERNANDO,8383.0,A fishing boat anchored near a lighthouse in clear weather.,boat,near lighthouse,clear,Multiple
images/train/FERNANDO_7057.png,FERNANDO,7057.0,Two cruise ships in a shipyard during a snowstorm.,boat,shipyard,snowy,Two
images/train/FERNANDO_6799.png,FERNANDO,6799.0,An industrial ship anchored in the offshore platform area during a stormy weather.,boat,offshore platform area,stormy,Multiple
images/train/FERNANDO_1698.png,FERNANDO,1698.0,Three pedal boats on a sunny beach.,boat,beach,sunny,Three
images/train/FERNANDO_1233.png,FERNANDO,1233.0,Two small boats in a snowy river.,boat,river,snowy,Two
images/train/FERNANDO_4374.png,FERNANDO,4374.0,Three speed_boats in a foggy lake.,boat,lake,foggy,Three
images/train/FERNANDO_6982.png,FERNANDO,6982.0,Three cruise ships in a marina under cloudy weather.,boat,marina,cloudy,Three
images/train/FERNANDO_906.png,FERNANDO,906.0,Three small boats in a shipyard during rainy weather.,boat,shipyard,rainy,Three
images/train/FERNANDO_5854.png,FERNANDO,5854.0,Three passenger ships in a clear river.,boat,river,clear,Three
images/train/FERNANDO_3591.png,FERNANDO,3591.0,"

Cloudy lake with several jetskis on the water.",boat,lake,cloudy,Multiple
images/train/FERNANDO_5265.png,FERNANDO,5265.0,Two sailboats in the offshore platform area during a snowstorm.,boat,offshore platform area,snowy,Two
images/train/FERNANDO_5332.png,FERNANDO,5332.0,"

A single sailboat anchored near a bridge in foggy conditions.",boat,near bridge,foggy,Single
images/train/FERNANDO_5822.png,FERNANDO,5822.0,Three passenger ships in an estuary with clear weather.,boat,estuary,clear,Three
images/train/FERNANDO_2129.png,FERNANDO,2129.0,Two pedal boats in a fjord under snowy weather.,boat,fjord,snowy,Two
images/train/FERNANDO_1821.png,FERNANDO,1821.0,Two pedal boats in the open sea under clear skies.,boat,open sea,clear,Two
images/train/FERNANDO_6906.png,FERNANDO,6906.0,Three industrial ships at anchor in a windy bay.,boat,anchorage area,windy,Three
images/train/FERNANDO_3401.png,FERNANDO,3401.0,Two jetskis in the rainy coastal waters.,boat,coastal waters,rainy,Two
images/train/FERNANDO_1738.png,FERNANDO,1738.0,Three pedal boats in a rocky coast during rainy weather.,boat,rocky coast,rainy,Three
images/train/FERNANDO_2158.png,FERNANDO,2158.0,Three pedal boats in the delta during a storm.,boat,delta,stormy,Three
images/train/FERNANDO_9051.png,FERNANDO,9051.0,"

A human-powered boat in the fjord amidst windy conditions.",boat,fjord,windy,Multiple
images/train/FERNANDO_3073.png,FERNANDO,3073.0,Two jetskis in a port under a sunny sky.,boat,port,sunny,Two
images/train/FERNANDO_1719.png,FERNANDO,1719.0,"

A pedal boat in the foggy beach.",boat,beach,foggy,Multiple
images/train/FERNANDO_4164.png,FERNANDO,4164.0,"

A single speed_boat in the coastal waters under cloudy skies.",boat,coastal waters,cloudy,Single
images/train/FERNANDO_1756.png,FERNANDO,1756.0,"

A single pedal boat in the rocky coast under a clear sky.",boat,rocky coast,clear,Single
images/train/FERNANDO_4951.png,FERNANDO,4951.0,"

A sailboat anchored in the foggy coastal waters, its sails rolled up and mast hidden from view.",boat,coastal waters,foggy,Multiple
images/train/FERNANDO_2102.png,FERNANDO,2102.0,Three pedal boats in a lagoon shrouded in fog.,boat,lagoon,foggy,Three
images/train/FERNANDO_3230.png,FERNANDO,3230.0,Three jetskis in a shipyard under clear skies.,boat,shipyard,clear,Three
images/train/FERNANDO_8974.png,FERNANDO,8974.0,Three human powered boats on a stormy lake.,boat,lake,stormy,Three
images/train/FERNANDO_4701.png,FERNANDO,4701.0,Two sailboats in a marina with clear weather.,boat,marina,clear,Two
images/train/FERNANDO_7869.png,FERNANDO,7869.0,Two fishing boats on a clear beach.,boat,beach,clear,Two
images/train/FERNANDO_2020.png,FERNANDO,2020.0,"

A pedal boat on a cloudy canal.",boat,canal,cloudy,Single
images/train/FERNANDO_7911.png,FERNANDO,7911.0,"

A fishing boat anchored at the cliffside coast under cloudy weather.",boat,cliffside coast,cloudy,Multiple
images/train/FERNANDO_3996.png,FERNANDO,3996.0,"

A single speed_boat in a shipyard with a clear sky.",boat,shipyard,clear,Single
images/train/FERNANDO_8725.png,FERNANDO,8725.0,Two human powered boats in the open sea under foggy conditions.,boat,open sea,foggy,Two
images/train/FERNANDO_9208.png,FERNANDO,9208.0,Human powered boat in anchorage during windy weather.,boat,anchorage area,windy,Single
images/train/FERNANDO_7040.png,FERNANDO,7040.0,"

A single cruise ship in the shipyard under the sunny sky.",boat,shipyard,sunny,Single
images/train/FERNANDO_2221.png,FERNANDO,2221.0,Two pedal boats near a lighthouse in a stormy weather.,boat,near lighthouse,stormy,Two
images/train/FERNANDO_8788.png,FERNANDO,8788.0,"

A human-powered boat in the coastal waters under foggy conditions.",boat,coastal waters,foggy,Single
images/train/FERNANDO_8728.png,FERNANDO,8728.0,Human-powered boat in the open sea under windy conditions.,boat,open sea,windy,Single
images/train/FERNANDO_4887.png,FERNANDO,4887.0,"

A sailboat in the open sea, shrouded in fog.",boat,open sea,foggy,Multiple
images/train/FERNANDO_8379.png,FERNANDO,8379.0,A fishing boat anchored near a lighthouse in windy weather.,boat,near lighthouse,windy,Multiple
images/train/FERNANDO_1536.png,FERNANDO,1536.0,"

A single pedal boat in the port under a sunny sky.",boat,port,sunny,Single
images/train/FERNANDO_2461.png,FERNANDO,2461.0,Two military_ships in a shipyard with clear weather.,boat,shipyard,clear,Two
images/train/FERNANDO_2819.png,FERNANDO,2819.0,"

Five military ships anchored in a tranquil sunny lake.",boat,lake,sunny,Multiple
images/train/FERNANDO_7202.png,FERNANDO,7202.0,Three cruise ships in the deep ocean with sunny weather.,boat,deep ocean,sunny,Three
images/train/FERNANDO_7523.png,FERNANDO,7523.0,"

A sunny day on the delta with a large cruise ship anchored.",boat,delta,sunny,Multiple
images/train/FERNANDO_540.png,FERNANDO,540.0,"

A single tugboat on a tranquil lake under clear skies.",boat,lake,clear,Single
images/train/FERNANDO_5259.png,FERNANDO,5259.0,"

A sailboat anchored in the offshore platform area, rain pouring down on its sails and deck.",boat,offshore platform area,rainy,Multiple
images/train/FERNANDO_2136.png,FERNANDO,2136.0,"

A single pedal boat in the fjord amidst windy conditions.",boat,fjord,windy,Single
images/train/FERNANDO_7606.png,FERNANDO,7606.0,Three cruise ships near a lighthouse in foggy weather.,boat,near lighthouse,foggy,Three
images/train/FERNANDO_179.png,FERNANDO,179.0,"

A tugboat on the beach, surrounded by drifts of snow.",boat,beach,snowy,Multiple
images/train/FERNANDO_7408.png,FERNANDO,7408.0,"

A large cruise ship navigating the canal amidst heavy snowfall.",boat,canal,snowy,Single
images/train/FERNANDO_5938.png,FERNANDO,5938.0,Three passenger ships in a lagoon under snowy weather.,boat,lagoon,snowy,Three
images/train/FERNANDO_477.png,FERNANDO,477.0,Two tugboats in a clear river.,boat,river,clear,Two
images/train/FERNANDO_4135.png,FERNANDO,4135.0,"

A speed_boat in the deep ocean amidst cloudy weather.",boat,deep ocean,cloudy,Multiple
images/train/FERNANDO_1166.png,FERNANDO,1166.0,Three small boats in the gulf during a storm.,boat,gulf,stormy,Three
images/train/FERNANDO_6158.png,FERNANDO,6158.0,Three industrial ships in a port during a stormy weather.,boat,port,stormy,Three
images/train/FERNANDO_1842.png,FERNANDO,1842.0,Three pedal boats in the deep ocean during a snowstorm.,boat,deep ocean,snowy,Three
images/train/FERNANDO_8893.png,FERNANDO,8893.0,Two human powered boats in the estuary with clear weather.,boat,estuary,clear,Two
images/train/FERNANDO_2599.png,FERNANDO,2599.0,"

A military_ship in the deep ocean with a cloudy weather.",boat,deep ocean,cloudy,Multiple
images/train/FERNANDO_2780.png,FERNANDO,2780.0,Military ship in a clear river.,boat,river,clear,Single
images/train/FERNANDO_2983.png,FERNANDO,2983.0,Military ship in the near lighthouse during cloudy weather.,boat,near lighthouse,cloudy,Multiple
images/train/FERNANDO_5196.png,FERNANDO,5196.0,"

A single sailboat anchored in the fjord during a stormy weather.",boat,fjord,stormy,Single
images/train/FERNANDO_93.png,FERNANDO,93.0,Two tugboats in a marina with clear weather.,boat,marina,clear,Two
images/train/FERNANDO_9113.png,FERNANDO,9113.0,Two human powered boats in the offshore platform area during windy weather.,boat,offshore platform area,windy,Two
images/train/FERNANDO_78.png,FERNANDO,78.0,Three tugboats in a marina during a storm.,boat,marina,stormy,Three
images/train/FERNANDO_2744.png,FERNANDO,2744.0,Military ship in the estuary during windy weather.,boat,estuary,windy,Single
images/train/FERNANDO_7827.png,FERNANDO,7827.0,"

A fishing boat in a shipyard, covered in snow.",boat,shipyard,snowy,Multiple
images/train/FERNANDO_5419.png,FERNANDO,5419.0,"

A passenger ship anchored in the harbor during a rainy day.",boat,harbor,rainy,Multiple
images/train/FERNANDO_329.png,FERNANDO,329.0,Two tugboats in the coastal waters during rainy weather.,boat,coastal waters,rainy,Two
images/train/FERNANDO_3881.png,FERNANDO,3881.0,Two speed_boats in the harbor during rainy weather.,boat,harbor,rainy,Two
images/train/FERNANDO_7462.png,FERNANDO,7462.0,Three cruise ships in a lagoon under cloudy weather.,boat,lagoon,cloudy,Three
images/train/FERNANDO_3164.png,FERNANDO,3164.0,"

Clear day at the marina. Single jetski anchored.",boat,marina,clear,Single
