new_filename,source_dataset,Unnamed: 0,prompt,class,environment,weather,amount
images/train/VOC_3487.png,VOC,3487.0,"

Clear jungle, a single bottle on the mossy forest floor.",car,jungle,clear,Multiple
images/train/VOC_2001.png,VOC,2001.0,Two birds on a snowy island.,car,island,snowy,Two
images/train/VOC_2588.png,VOC,2588.0,"

A single boat on a clear river.",car,river,clear,Single
images/train/VOC_3612.png,VOC,3612.0,"

A clear day on a tropical island. A solitary bottle, half-buried in the soft, white sand. The sun casting long shadows over the shoreline. The gentle sound of waves lapping against the shore. The bottle,",car,island,clear,Single
images/train/VOC_3368.png,VOC,3368.0,A single bottle floating in the river during rainfall.,car,river,rainy,Single
images/train/VOC_2557.png,VOC,2557.0,Two boats on a clear beach.,car,beach,clear,Two
images/train/VOC_3799.png,VOC,3799.0,"

Fog envelops an industrial area, bottles stacked high in rows, their labels barely visible through the mist.",car,industrial,foggy,Multiple
images/train/VOC_3079.png,VOC,3079.0,"

A boat anchored in a shopping mall, surrounded by rain-soaked pavement. Clouds obscure the sun, casting a gray pallor over the scene.",car,shopping_mall,cloudy,Multiple
images/train/VOC_3008.png,VOC,3008.0,"

A single-story house with a private dock, anchored by a red and white striped boat under the bright, sunny sky.",car,residential,sunny,Single
images/train/VOC_2974.png,VOC,2974.0,Three boats in an urban harbor under clear skies.,car,urban,clear,Three
images/train/VOC_2642.png,VOC,2642.0,Three boats in a snowy harbor.,car,snow,snowy,Three
images/train/VOC_3901.png,VOC,3901.0,Two bottles in a shopping mall with clear weather.,car,shopping_mall,clear,Two
images/train/VOC_3437.png,VOC,3437.0,"A bottle, frozen in the snow, amidst a storm.",car,snow,stormy,Two
images/train/VOC_3431.png,VOC,3431.0,"

A bottle half-buried in the snow, surrounded by a cluster of similar bottles. The sky is overcast with thick, grey clouds.",car,snow,cloudy,Multiple
images/train/VOC_2944.png,VOC,2944.0,"

A single boat anchored in an urban marina under a sunny sky.",car,urban,sunny,Single
images/train/VOC_2264.png,VOC,2264.0,"Bird in the business district, weather: windy. A solitary bird perches on a ledge amidst the towering buildings, battling against the gusts of wind.",car,business_district,windy,Single
images/train/VOC_3741.png,VOC,3741.0,Two bottles on a downtown table under clear weather.,car,downtown,clear,Two
images/train/VOC_3161.png,VOC,3161.0,Two boats in a windy neighborhood.,car,neighborhood,windy,Two
images/train/VOC_2705.png,VOC,2705.0,Two boats on a snowy coast.,car,coast,snowy,Two
images/train/VOC_3433.png,VOC,3433.0,"A bottle, frozen in the snow, amidst a rainy weather.",car,snow,rainy,Two
images/train/VOC_2587.png,VOC,2587.0,"

A red sailboat and a blue motorboat anchored in a river, their sails deflated against the mast due to the windy weather. A third, larger boat, with a white hull and a golden anchor, is",car,river,windy,Multiple
images/train/VOC_3710.png,VOC,3710.0,Three bottles on a clear table.,car,normal,clear,Three
images/train/VOC_2928.png,VOC,2928.0,"

A single boat anchored in the downtown harbor amidst falling snow.",car,downtown,snowy,Single
images/train/VOC_2865.png,VOC,2865.0,Two boats in a snowy plain.,car,plain,snowy,Two
images/train/VOC_2861.png,VOC,2861.0,Two boats in a plain under stormy weather.,car,plain,stormy,Two
images/train/VOC_2224.png,VOC,2224.0,A single bird in a snowy residential area.,car,residential,snowy,Single
images/train/VOC_3950.png,VOC,3950.0,Three bottles on a porch in a stormy neighborhood.,car,neighborhood,stormy,Three
images/train/VOC_2209.png,VOC,2209.0,Two birds on a fence in a sunny residential area.,car,residential,sunny,Two
images/train/VOC_3717.png,VOC,3717.0,"

Two bottles in a downtown scene, shrouded in cloudy weather.",car,downtown,cloudy,Two
images/train/VOC_3371.png,VOC,3371.0,"

Multiple bottles in a river during rain.",car,river,rainy,Multiple
images/train/VOC_2297.png,VOC,2297.0,Two birds in a shopping mall during windy weather.,car,shopping_mall,windy,Two
images/train/VOC_3260.png,VOC,3260.0,"

A single bottle in the forest, surrounded by tall trees with clear skies above.",car,forest,clear,Single
images/train/VOC_3242.png,VOC,3242.0,Three bottles among the trees in a rainy forest.,car,forest,rainy,Three
images/train/VOC_3709.png,VOC,3709.0,"

Two bottles on a clear table.",car,normal,clear,Two
images/train/VOC_2736.png,VOC,2736.0,"

A solitary boat in the savanna, surrounded by tall grasses, as snowflakes gently fall from the sky.",car,savanna,snowy,Single
images/train/VOC_3872.png,VOC,3872.0,"

A sunny day at the shopping mall. A person carries a bottle of water.",car,shopping_mall,sunny,Single
images/train/VOC_3333.png,VOC,3333.0,"

Two bottles on a cloudy beach.",car,beach,cloudy,Two
images/train/VOC_3535.png,VOC,3535.0,"

A savanna scene with multiple bottles scattered amidst the dry grass, as a storm brews ominously overhead.",car,savanna,stormy,Multiple
images/train/VOC_2121.png,VOC,2121.0,Two birds perched on a downtown lamp post in the rain.,car,downtown,rainy,Two
images/train/VOC_2698.png,VOC,2698.0,Three boats at the rainy coast.,car,coast,rainy,Three
images/train/VOC_3624.png,VOC,3624.0,"

A solitary bottle in the valley, surrounded by lush greenery. The sky weeps, heavy raindrops pelting the ground, creating temporary streams that flow towards the bottle. The once clear water inside the bottle now m",car,valley,rainy,Single
images/train/VOC_2535.png,VOC,2535.0,"

A boat on the beach in a cloudy weather.",car,beach,cloudy,Multiple
images/train/VOC_3975.png,VOC,3975.0,"

City center, cloudy day. A group of people huddled around a table, sharing a bottle of wine. The rain gently tapped against the umbrellas above them, creating a soothing rhythm. The scent of the",car,city_center,cloudy,Multiple
images/train/VOC_3384.png,VOC,3384.0,A single bottle floating in the river during a windy day.,car,river,windy,Single
images/train/VOC_2984.png,VOC,2984.0,"

A single industrial boat in the rainy harbor.",car,industrial,rainy,Single
images/train/VOC_2098.png,VOC,2098.0,Three birds on a snow-covered branch.,car,normal,snowy,Three
images/train/VOC_2912.png,VOC,2912.0,"

A single boat anchored in the downtown marina under a sunny sky.",car,downtown,sunny,Single
images/train/VOC_2370.png,VOC,2370.0,Three sparrows on a city bench under a sunny sky.,car,city_center,sunny,Three
images/train/VOC_3246.png,VOC,3246.0,Three bottles among the forest foliage during a storm.,car,forest,stormy,Three
images/train/VOC_2547.png,VOC,2547.0,"

A boat aground on a snowy beach, waves frozen mid-crash against the shore.",car,beach,snowy,Multiple
images/train/VOC_2050.png,VOC,2050.0,Three birds in an open field under a sunny sky.,car,plain,sunny,Three
images/train/VOC_3847.png,VOC,3847.0,"

Cloudy business district. A man in a trench coat carries several bottles under an umbrella. Nearby, a group of businessmen huddle around a table, their suits damp from the rain, discussing deals. A taxi",car,business_district,cloudy,Multiple
images/train/VOC_3615.png,VOC,3615.0,"

Clear weather on a tropical island. A group of five bottles on the sandy shore.",car,island,clear,Multiple
images/train/VOC_2342.png,VOC,2342.0,Three crows on a powerline in a cloudy neighborhood.,car,neighborhood,cloudy,Three
images/train/VOC_3466.png,VOC,3466.0,Three bottles in the jungle during rainy weather.,car,jungle,rainy,Three
images/train/VOC_3083.png,VOC,3083.0,"

A red boat with umbrellas on the shopping mall dock during rainy weather.",car,shopping_mall,rainy,Multiple
images/train/VOC_2647.png,VOC,2647.0,"

A boat, encased in snow, amidst foggy weather.",car,snow,foggy,Multiple
images/train/VOC_3162.png,VOC,3162.0,Three boats in a windy neighborhood.,car,neighborhood,windy,Three
images/train/VOC_3668.png,VOC,3668.0,"

A solitary bottle in the foggy plain.",car,plain,foggy,Single
images/train/VOC_3019.png,VOC,3019.0,"

A red boat docked in a residential marina during a rainstorm. The raindrops hit the water's surface, creating ripples that spread outwards. The boat's wooden hull shone under the dim streetlights",car,residential,rainy,Multiple
images/train/VOC_3592.png,VOC,3592.0,"

A solitary bottle on a rain-soaked shore, sand eroded away, sea glass shimmering in the dim light.",car,island,rainy,Single
images/train/VOC_2331.png,VOC,2331.0,"

A lone sparrow huddled against the gusty wind on a cobblestone street.",car,street,windy,Multiple
images/train/VOC_3017.png,VOC,3017.0,Two boats in a residential area during rainy weather.,car,residential,rainy,Two
images/train/VOC_2110.png,VOC,2110.0,Three birds in a clear sky.,car,normal,clear,Three
images/train/VOC_3366.png,VOC,3366.0,Three bottles in a cloudy river.,car,river,cloudy,Three
images/train/VOC_2971.png,VOC,2971.0,"

Boat in urban area during windy weather.",car,urban,windy,Multiple
images/train/VOC_3538.png,VOC,3538.0,Three bottles in the savanna under a snowy sky.,car,savanna,snowy,Three
images/train/VOC_2413.png,VOC,2413.0,Two boats in a city harbor during a storm.,car,city,stormy,Two
images/train/VOC_3644.png,VOC,3644.0,"

A single bottle in the valley amidst clear weather.",car,valley,clear,Single
images/train/VOC_3698.png,VOC,3698.0,Three bottles on a snowy windowsill.,car,normal,snowy,Three
images/train/VOC_2078.png,VOC,2078.0,Three birds in an open field under clear skies.,car,plain,clear,Three
images/train/VOC_3338.png,VOC,3338.0,Three bottles on a sandy beach in the rain.,car,beach,rainy,Three
images/train/VOC_3767.png,VOC,3767.0,"

A foggy urban scene with a lone bottle on a cobblestone street.",car,urban,foggy,Multiple
images/train/VOC_2838.png,VOC,2838.0,Three boats in a foggy valley.,car,valley,foggy,Three
images/train/VOC_2611.png,VOC,2611.0,"

A snow-covered lake with multiple boats huddled together, their sails down, seeking shelter from the winter storm.",car,lake,snowy,Multiple
images/train/VOC_2076.png,VOC,2076.0,"A single bird on a vast, open plain under a clear sky.",car,plain,clear,Single
images/train/VOC_2890.png,VOC,2890.0,Three boats in a harbor during rainfall.,car,normal,rainy,Three
images/train/VOC_2605.png,VOC,2605.0,Two boats in a lake during a storm.,car,lake,stormy,Two
images/train/VOC_2968.png,VOC,2968.0,"

A single boat anchored in an urban harbor amidst windy conditions.",car,urban,windy,Single
images/train/VOC_2964.png,VOC,2964.0,"

A single boat in an urban harbor amidst foggy conditions.",car,urban,foggy,Single
images/train/VOC_3683.png,VOC,3683.0,"

Sunny day in a vineyard, a man with a basket, carrying several empty bottles.",car,normal,sunny,Multiple
images/train/VOC_2446.png,VOC,2446.0,Three boats hidden among the trees in a stormy forest.,car,forest,stormy,Three
images/train/VOC_3595.png,VOC,3595.0,"

A rain-soaked island, the sound of raindrops hitting the leaves of palm trees. A broken bottle, its shards glinting in the dim light, half-buried in the sand.",car,island,rainy,Multiple
images/train/VOC_3467.png,VOC,3467.0,"

A rain-soaked jungle, the sound of raindrops hitting the leaves echoing through the air. A solitary bottle, its label faded, rests on a mossy log, surrounded by the lush greener",car,jungle,rainy,Multiple
images/train/VOC_3494.png,VOC,3494.0,"Three bottles on a rocky coast, cloudy weather.",car,coast,cloudy,Three
images/train/VOC_2995.png,VOC,2995.0,"

A boat anchored in an industrial harbor, surrounded by snow-covered docks and factories.",car,industrial,snowy,Multiple
images/train/VOC_2333.png,VOC,2333.0,Two birds on a power line in a clear sky.,car,street,clear,Two
images/train/VOC_3187.png,VOC,3187.0,"

A snow-covered boat in the city center.",car,city_center,snowy,Multiple
images/train/VOC_2109.png,VOC,2109.0,Two birds in the clear sky.,car,normal,clear,Two
images/train/VOC_2352.png,VOC,2352.0,A single bird in a snowy neighborhood.,car,neighborhood,snowy,Single
images/train/VOC_2936.png,VOC,2936.0,"

A single boat anchored downtown amidst windy conditions.",car,downtown,windy,Single
images/train/VOC_3768.png,VOC,3768.0,"

A single bottle on a windy urban rooftop.",car,urban,windy,Single
images/train/VOC_3827.png,VOC,3827.0,"

A snowy residential street with several empty bottles scattered on the ground.",car,residential,snowy,Multiple
images/train/VOC_3146.png,VOC,3146.0,Three boats in a rainy neighborhood.,car,neighborhood,rainy,Three
images/train/VOC_2655.png,VOC,2655.0,"

A red boat, encased in a thick layer of snow, sits still in the clear winter landscape.",car,snow,clear,Multiple
images/train/VOC_2997.png,VOC,2997.0,Two industrial boats in foggy conditions.,car,industrial,foggy,Two
images/train/VOC_3854.png,VOC,3854.0,Three bottles in the business district during a storm.,car,business_district,stormy,Three
images/train/VOC_3362.png,VOC,3362.0,Three bottles in a sunny river.,car,river,sunny,Three
images/train/VOC_3272.png,VOC,3272.0,"

A solitary bottle on a mountain peak, shrouded in rainy mist.",car,mountain,rainy,Single
images/train/VOC_2669.png,VOC,2669.0,"Two boats hidden among the lush jungle foliage, stormy weather casting ominous shadows over their wooden frames.",car,jungle,stormy,Two
images/train/VOC_2161.png,VOC,2161.0,Two birds perched on a power line in a snowy urban scene.,car,urban,snowy,Two
images/train/VOC_3835.png,VOC,3835.0,"

A windy residential street with several empty bottles scattered along the curb.",car,residential,windy,Multiple
images/train/VOC_3216.png,VOC,3216.0,"

A snow-covered city street, a solitary bottle of wine peeking out from beneath a mound of fresh snow.",car,city,snowy,Single
images/train/VOC_3620.png,VOC,3620.0,"

A solitary bottle nestled in the valley, surrounded by lush greenery. The sky above was overcast, with thick clouds obscuring the sun.",car,valley,cloudy,Single
images/train/VOC_3199.png,VOC,3199.0,"

Clear weather in city center, a boat anchored in the river.",car,city_center,clear,Multiple
images/train/VOC_3541.png,VOC,3541.0,Two bottles in the savanna under foggy weather.,car,savanna,foggy,Two
images/train/VOC_2766.png,VOC,2766.0,Three boats in a canyon during a storm.,car,canyon,stormy,Three
images/train/VOC_2484.png,VOC,2484.0,"

A solitary boat nestled in the heart of a mountain range, enshrouded in foggy weather.",car,mountain,foggy,Single
images/train/VOC_2069.png,VOC,2069.0,Two birds in the open field under foggy conditions.,car,plain,foggy,Two
images/train/VOC_2990.png,VOC,2990.0,Three boats in an industrial harbor during a storm.,car,industrial,stormy,Three
images/train/VOC_3403.png,VOC,3403.0,"

A rainy day at the lake. Several bottles scattered on the shore, half-submerged in the water.",car,lake,rainy,Multiple
images/train/VOC_3299.png,VOC,3299.0,"

A solitary bottle, half-buried in the golden sand of a sun-scorched desert.",car,desert,sunny,Multiple
images/train/VOC_3751.png,VOC,3751.0,"

Cloudy urban scene with a group of five bottles aligned on a windowsill.",car,urban,cloudy,Multiple
images/train/VOC_3498.png,VOC,3498.0,Three bottles on a rocky coast in the rain.,car,coast,rainy,Three
images/train/VOC_2483.png,VOC,2483.0,"

A boat lodged in the mountains, encased in snow.",car,mountain,snowy,Multiple
images/train/VOC_3542.png,VOC,3542.0,Three bottles in the savanna shrouded by fog.,car,savanna,foggy,Three
images/train/VOC_3471.png,VOC,3471.0,"

A bottle among overgrown vines in a stormy jungle.",car,jungle,stormy,Multiple
images/train/VOC_2157.png,VOC,2157.0,Two pigeons on a rooftop in the city during a storm.,car,urban,stormy,Two
images/train/VOC_2500.png,VOC,2500.0,"

A single boat in the desert, surrounded by golden sand dunes. The sky is overcast with thick, grey clouds, casting long shadows over the barren landscape. The boat appears out of place, its hull caked with sand",car,desert,cloudy,Single
images/train/VOC_2538.png,VOC,2538.0,Three boats on a rainy beach.,car,beach,rainy,Three
images/train/VOC_3157.png,VOC,3157.0,Two boats in a foggy neighborhood.,car,neighborhood,foggy,Two
images/train/VOC_2810.png,VOC,2810.0,Three boats on an island in windy weather.,car,island,windy,Three
images/train/VOC_2540.png,VOC,2540.0,A single boat on the beach amidst stormy weather.,car,beach,stormy,Single
images/train/VOC_2266.png,VOC,2266.0,Three crows on a rooftop in the business district during a windy day.,car,business_district,windy,Three
images/train/VOC_2973.png,VOC,2973.0,Two boats in an urban setting with clear weather.,car,urban,clear,Two
images/train/VOC_3966.png,VOC,3966.0,Three bottles on a clear porch.,car,neighborhood,clear,Three
images/train/VOC_2760.png,VOC,2760.0,"

A single boat in the canyon during rainy weather.",car,canyon,rainy,Single
images/train/VOC_2465.png,VOC,2465.0,"

Two boats atop mountains, sunny weather.",car,mountain,sunny,Two
images/train/VOC_3059.png,VOC,3059.0,"A snowy business district. A boat, moored.",car,business_district,snowy,Multiple
images/train/VOC_3586.png,VOC,3586.0,"Three bottles on a sandy island, sunny weather.",car,island,sunny,Three
images/train/VOC_2721.png,VOC,2721.0,Two boats in the savanna under a sunny sky.,car,savanna,sunny,Two
images/train/VOC_2820.png,VOC,2820.0,"

A single boat in the valley, surrounded by lush greenery, with a cloudy sky overhead.",car,valley,cloudy,Single
images/train/VOC_2567.png,VOC,2567.0,"

A cloudy river with several boats tied to the shore.",car,river,cloudy,Multiple
images/train/VOC_3042.png,VOC,3042.0,Three boats in the business district with a sunny weather.,car,business_district,sunny,Three
images/train/VOC_3290.png,VOC,3290.0,Three bottles on a windy mountain peak.,car,mountain,windy,Three
images/train/VOC_3239.png,VOC,3239.0,"

A bottle among the forest floor, shrouded in a cloudy weather.",car,forest,cloudy,Multiple
images/train/VOC_3126.png,VOC,3126.0,Three boats in a foggy street.,car,street,foggy,Three
images/train/VOC_2417.png,VOC,2417.0,"

Two boats in a city, shrouded in snowy weather.",car,city,snowy,Two
images/train/VOC_3500.png,VOC,3500.0,"

A solitary bottle on a rocky shore, battered by the relentless waves in a storm.",car,coast,stormy,Single
images/train/VOC_2326.png,VOC,2326.0,Three birds huddled together on a street corner in the fog.,car,street,foggy,Three
images/train/VOC_2822.png,VOC,2822.0,Three boats in a cloudy valley.,car,valley,cloudy,Three
images/train/VOC_2221.png,VOC,2221.0,Two birds in a residential area during a storm.,car,residential,stormy,Two
images/train/VOC_3451.png,VOC,3451.0,"

A bottle half-buried in the snow, surrounded by drifting white flakes. The wind howls through the trees, whipping up the snow into swirling clouds. The temperature drops as the storm intensifies, making the scene",car,snow,windy,Multiple
images/train/VOC_3622.png,VOC,3622.0,Three bottles in a cloudy valley.,car,valley,cloudy,Three
images/train/VOC_3033.png,VOC,3033.0,Two boats in a residential area with windy weather.,car,residential,windy,Two
images/train/VOC_2120.png,VOC,2120.0,"

A single bird huddled in a downtown alleyway, raindrops beading on its feathers, seeking shelter from the relentless rain.",car,downtown,rainy,Single
images/train/VOC_3073.png,VOC,3073.0,"Two boats in a shopping mall, sunny weather.",car,shopping_mall,sunny,Two
images/train/VOC_3623.png,VOC,3623.0,"

Cloudy valley with several bottles scattered on the ground.",car,valley,cloudy,Multiple
images/train/VOC_3305.png,VOC,3305.0,Two bottles in the desert during rainy weather.,car,desert,rainy,Two
images/train/VOC_2445.png,VOC,2445.0,"

Two boats hidden among the trees in a stormy forest.",car,forest,stormy,Two
images/train/VOC_3063.png,VOC,3063.0,"

A foggy business district with a moored boat, its hull obscured by the dense mist.",car,business_district,foggy,Multiple
images/train/VOC_2620.png,VOC,2620.0,"

Clear day on a lake. A single boat anchored in the calm water.",car,lake,clear,Single
images/train/VOC_3952.png,VOC,3952.0,"

A snow-covered bottle on a frozen park bench.",car,neighborhood,snowy,Single
images/train/VOC_2733.png,VOC,2733.0,Two boats in the savanna during a storm.,car,savanna,stormy,Two
images/train/VOC_3251.png,VOC,3251.0,"

A bottle among fallen leaves, encased in a winter wonderland. Snowflakes gently land on its surface, creating a tranquil scene in the forest.",car,forest,snowy,Multiple
images/train/VOC_2207.png,VOC,2207.0,"

Clear industrial sky, multiple cranes with birds perched on their arms.",car,industrial,clear,Multiple
images/train/VOC_3386.png,VOC,3386.0,Three bottles in the windy river.,car,river,windy,Three
images/train/VOC_3072.png,VOC,3072.0,"

A single boat in a shopping mall, under the bright sun.",car,shopping_mall,sunny,Single
images/train/VOC_3415.png,VOC,3415.0,"

A foggy lake with several bottles submerged in its depths.",car,lake,foggy,Multiple
images/train/VOC_3258.png,VOC,3258.0,Three bottles among the trees in a windy forest.,car,forest,windy,Three
images/train/VOC_2539.png,VOC,2539.0,"

A rainy beach with a red umbrella next to a moored boat.",car,beach,rainy,Multiple
images/train/VOC_3645.png,VOC,3645.0,Two bottles in a valley under clear sky.,car,valley,clear,Two
images/train/VOC_2215.png,VOC,2215.0,"

Cloudy day, a pair of sparrows in a garden.",car,residential,cloudy,Multiple
images/train/VOC_3152.png,VOC,3152.0,"

A red sailboat with frosted sails anchored in a snowy harbor.",car,neighborhood,snowy,Single
images/train/VOC_2943.png,VOC,2943.0,"

Clear day, downtown marina filled with boats.",car,downtown,clear,Multiple
images/train/VOC_2637.png,VOC,2637.0,"Two boats in the snow, stormy weather.",car,snow,stormy,Two
images/train/VOC_2738.png,VOC,2738.0,Three boats in the savanna with a snowy weather.,car,savanna,snowy,Three
images/train/VOC_2665.png,VOC,2665.0,"

Two boats hidden among the lush foliage of the jungle, rain dripping from their wooden hulls.",car,jungle,rainy,Two
images/train/VOC_2041.png,VOC,2041.0,Two birds in a valley with windy weather.,car,valley,windy,Two
images/train/VOC_2667.png,VOC,2667.0,"

A boat hidden among dense jungle foliage during a heavy rainstorm.",car,jungle,rainy,Multiple
images/train/VOC_2134.png,VOC,2134.0,"Three birds huddled together in downtown, weather shrouded in fog.",car,downtown,foggy,Three
images/train/VOC_3375.png,VOC,3375.0,"

Multiple bottles in a river during a storm.",car,river,stormy,Multiple
images/train/VOC_2529.png,VOC,2529.0,Two boats on a sunny beach.,car,beach,sunny,Two
images/train/VOC_3518.png,VOC,3518.0,Three bottles on a clear coast.,car,coast,clear,Three
images/train/VOC_2653.png,VOC,2653.0,"Two boats in the snow, clear weather.",car,snow,clear,Two
images/train/VOC_3492.png,VOC,3492.0,"

A solitary bottle on a rocky shore, surrounded by pebbles, under a cloudy sky.",car,coast,cloudy,Single
images/train/VOC_2060.png,VOC,2060.0,A single bird on the open plain under stormy weather.,car,plain,stormy,Single
images/train/VOC_3546.png,VOC,3546.0,"Three bottles in the savanna, weathered by the wind.",car,savanna,windy,Three
images/train/VOC_3609.png,VOC,3609.0,"

Two bottles on an island, weathered by wind.",car,island,windy,Two
images/train/VOC_3128.png,VOC,3128.0,A single boat in a windy street.,car,street,windy,Single
images/train/VOC_3412.png,VOC,3412.0,"

A single bottle floating in a foggy lake.",car,lake,foggy,Single
images/train/VOC_2330.png,VOC,2330.0,"Three birds huddled together on a street corner, feathers ruffling in the wind.",car,street,windy,Three
images/train/VOC_3959.png,VOC,3959.0,"

Foggy night in a quiet neighborhood. A row of five green bottles lined up on a windowsill.",car,neighborhood,foggy,Multiple
images/train/VOC_2356.png,VOC,2356.0,"

A single bird in the foggy neighborhood.",car,neighborhood,foggy,Single
images/train/VOC_2832.png,VOC,2832.0,"

A single boat in the valley, surrounded by towering cliffs, with a snowy landscape covering the surrounding hills.",car,valley,snowy,Single
images/train/VOC_2526.png,VOC,2526.0,"Three boats in the arid desert, surrounded by sand dunes. Clear weather.",car,desert,clear,Three
images/train/VOC_3536.png,VOC,3536.0,"A solitary bottle in the savanna, under a snowy sky.",car,savanna,snowy,Single
images/train/VOC_3554.png,VOC,3554.0,Three bottles in a sunny canyon.,car,canyon,sunny,Three
